*,Product,Code,Size,Retail price,Available Stock,Hold Stock,Total price
242,Diamond Polishing Pad 4 Inch (1200),1P26-04,4,Rs.446.00,0,0,Rs.0.00
243,Sharpen Wheel EHPL 4 Inch (105x20mm),1P27-01,4,"Rs.3,360.00",73,0,"Rs.245,280.00"
244,Sharpen Wheel EHPL 4 1/2 Inch (115X22.2mm),1P27-02,4 1/2,"Rs.4,179.00",2,0,Rs.0.00
245,Sharpen Wheel EHPL 5 Inch (125X25.4 mm),1P27-03,5,"Rs.3,950.00",36,0,"Rs.134,300.00"
246,Gray Cutter 5mm,1P28-01,5,"Rs.1,356.00",0,0,Rs.0.00
247,Gray Cutter 6mm,1P28-02,6,"Rs.2,550.00",0,0,Rs.0.00
248,Gray Cutter 8 mm,1P28-03,8,"Rs.2,700.00",6,0,Rs.0.00
249,Gray Cutter 10 mm,1P28-04,10,"Rs.2,359.00",0,0,Rs.0.00
250,Gray Cutter 12 mm,1P28-05,12,"Rs.2,861.00",0,0,Rs.0.00
251,Planer Blade 255X25X03 (10X1) Ritus,1P29-01,10,"Rs.1,250.00",0,0,Rs.0.00
252,Planer Blade 255X30X03 (10X1 1/4 ) Ritus,1P29-02,10,"Rs.1,250.00",30,0,"Rs.60,000.00"
253,Planer Blade 350X25X03 (12X1) Ritus,1P29-03,12,"Rs.1,606.00",0,0,Rs.0.00
254,Planer Blade 305X30X03 (12X1 1/4) Ritus,1P29-04,12,"Rs.1,600.00",6,0,Rs.0.00
255,Planer Blade 350X30X03 (14X1 1/4) Ritus,1P29-05,14,"Rs.2,968.00",3,0,Rs.0.00
256,Planer Blade 405X30X03 (16X1 1/4) Ritus,1P29-06,16,"Rs.4,569.00",0,0,Rs.0.00
257,Planer Blade 255X25X03 (10X1) Train,1P29-07,10,"Rs.1,680.00",0,0,Rs.0.00
258,Planer Blade 255X30X03 (10X1 1/4) Train,1P29-08,10,"Rs.1,750.00",0,0,Rs.0.00
259,Planer Blade 305X30X03 (12X1 1/4) Train,1P29-09,12,"Rs.2,150.00",0,0,"Rs.6,450.00"
260,Planer Blade 255X25X03 (10X1) Cobra-Blue Box,1P29-10,10,Rs.630.00,0,0,Rs.0.00
261,Planer Blade 255X30X03 (10X1 1/4) Cobra-Blue Box,1P29-11,10,"Rs.1,050.00",0,0,Rs.0.00
262,Planer Blade 255X30X03 (10X1 1/4) Pilana - Blue,1P29-12,10,"Rs.1,750.00",99,6,"Rs.183,750.00"
263,Planer Blade 255X25X03 (10X1) Pilana - Red,1P29-13,10,"Rs.2,040.00",0,0,Rs.0.00
264,Planer Blade 255X30X03 (10X1 1/4) Pilana - Carbantip,1P29-14,10,"Rs.4,312.00",0,0,Rs.0.00
265,Planer Blade 305X30X03 (12X1 1/4) Pilana - Carbantip,1P29-15,12,"Rs.5,974.00",0,0,Rs.0.00
266,Planer Blade 255X30X03 (10X1 1/4) Train - Grade A,1P29-16,10,"Rs.3,550.00",351,0,"Rs.1,299,300.00"
267,Planer Blade 255X30X03 (10X1 1/4) Carbantip,1P29-17,10,"Rs.2,762.00",0,0,Rs.0.00
268,Cup Brash Soft 4 Inch,1P30-01,4,Rs.265.00,921,4,"Rs.255,460.00"
269,Cup Brash Soft 4 1/2 Inch,1P30-02,4 1/2,Rs.265.00,1554,0,"Rs.426,650.00"
270,Cup Brash Hard 4 Inch,1P30-03,4,Rs.265.00,1831,40,"Rs.498,465.00"
271,Cup Brash Hard 4 1/2,1P30-04,4 1/2,Rs.265.00,1443,0,"Rs.388,755.00"
272,Grainding Pad Made In China 4 Inch,1P31-01,4,Rs.220.00,0,0,Rs.0.00
273,Grainding Pad Made In China 4 1/2 Inch,1P31-02,4 1/2,Rs.285.00,0,0,Rs.0.00
274,Grainding Pad Made In Sri Lanka 4 Inch,1P31-03,4,Rs.62.00,356,16,"Rs.34,348.00"
275,Grainding Pad Made In Sri Lanka 4 1/2 Inch,1P31-04,4 1/2,Rs.68.00,1225,0,"Rs.87,720.00"
276,Beading Router Bit 1/4X1/2 Inch,1P32-01,04-Jan,Rs.655.00,3,0,Rs.0.00
277,Beading Router Bit 1/4X3/16 Inch,1P32-02,04-Jan,Rs.588.00,0,0,"Rs.1,764.00"
278,Beading Router Bit 1/2X1 1/4 Inch,1P32-03,02-Jan,"Rs.1,034.00",6,0,Rs.0.00
279,Beading Router Bit 1/2X3/4 Inch,1P32-04,02-Jan,Rs.392.00,0,0,Rs.0.00
280,Beading Router Bit 1/2X 1 1/2 Inch,1P32-05,02-Jan,Rs.491.00,1,0,Rs.0.00
281,Beading Router Bit 1/2X1/2 Inch,1P32-06,02-Jan,Rs.271.00,0,0,Rs.0.00
282,Beading Router Bit 1/4X1/4 Inch,1P32-07,04-Jan,Rs.495.00,20,0,Rs.0.00
283,Beading Router Bit 1/4X5/16 Inch,1P32-08,04-Jan,Rs.515.00,131,0,"Rs.58,710.00"
284,Beading Router Bit 1/4X3/8 Inch,1P32-09,04-Jan,Rs.546.00,0,0,Rs.0.00
285,Beading Router Bit 1/4X5/8 Inch,1P32-10,04-Jan,Rs.824.00,0,0,Rs.0.00
286,Beading Router Bit 1/4X3/4Inch,1P32-11,04-Jan,Rs.861.00,0,0,Rs.0.00
287,Beading Router Bit 1/4X1 Inch,1P32-12,04-Jan,Rs.903.00,362,0,"Rs.325,983.00"
288,Beading Router Bit 1/2X1 Inch,1P32-13,02-Jan,Rs.491.00,0,0,Rs.0.00
289,Double Beading(Step)Router Bit 1/4X1/4 Inch,1P33-01,04-Jan,Rs.615.00,1,0,Rs.0.00
290,Double Beading(Step)Router Bit 1/4X5/16Inch,1P33-02,04-Jan,Rs.670.00,0,0,Rs.0.00
291,Double Beading(Step)Router Bit 1/4X3/8 Inch,1P33-03,04-Jan,Rs.710.00,4,0,"Rs.2,130.00"
292,Double Beading(Step)Router Bit 1/4X1/2 Inch,1P33-04,04-Jan,Rs.850.00,0,0,Rs.0.00
293,T Type (Slot Cutter) Router Bit 1/4X1/8 Inch,1P34-01,04-Jan,Rs.400.00,0,0,Rs.0.00
294,T Type (Slot Cutter) Router Bit 1/2X1Inch,1P34-02,02-Jan,Rs.994.00,0,0,Rs.0.00
295,T Type (Slot Cutter) Router Bit 1/2X5/8 Inch,1P34-03,02-Jan,Rs.889.00,0,0,Rs.0.00
296,T Type (Slot Cutter) Router Bit 1/4X5/32 Inch,1P34-04,04-Jan,Rs.400.00,0,0,Rs.0.00
297,T Type (Slot Cutter) Router Bit 1/4X3/16Inch,1P34-05,04-Jan,Rs.400.00,12,0,Rs.0.00
298,T Type (Slot Cutter) Router Bit 1/4X1/4 Inch,1P34-06,04-Jan,Rs.420.00,3,0,Rs.0.00
299,T Type (Slot Cutter) Router Bit 1/4X5/16 Inch,1P34-07,04-Jan,Rs.445.00,3,0,Rs.0.00
300,T Type (Slot Cutter) Router Bit 1/4X3/8 Inch,1P34-08,04-Jan,Rs.445.00,2,0,Rs.0.00
301,T Type (Slot Cutter) Router Bit 1/4X1/2 Inch,1P34-09,04-Jan,Rs.475.00,5,0,"Rs.1,425.00"
302,T Type (Slot Cutter) Router Bit 1/2X1/2 Inch,1P34-10,02-Jan,Rs.491.00,0,0,Rs.0.00
303,T Type (Slot Cutter) Router Bit 1/2X3/4 Inch,1P34-11,02-Jan,Rs.773.00,0,0,Rs.0.00
304,Straight Router Bit 1/4X5/32 Inch,1P35-01,04-Jan,Rs.273.00,0,0,Rs.0.00
305,Straight Router Bit 1/2X1 Inch,1P35-02,02-Jan,Rs.487.00,60,0,"Rs.28,246.00"
306,Straight Router Bit 1/4X3/16 Inch,1P35-03,04-Jan,Rs.273.00,5,0,Rs.273.00
307,Straight Router Bit 1/4X1/4 Inch,1P35-04,04-Jan,Rs.235.00,1,0,Rs.0.00
308,Straight Router Bit 1/4X5/16 Inch,1P35-05,04-Jan,Rs.235.00,3,0,Rs.235.00
309,Straight Router Bit 1/4X3/8 Inch,1P35-06,04-Jan,Rs.235.00,3,0,Rs.0.00
310,Straight Router Bit 1/2X5/8 Inch,1P35-07,02-Jan,Rs.291.00,0,0,Rs.0.00
311,Straight Router Bit 1/2X3/4 Inch,1P35-08,02-Jan,Rs.396.00,0,0,Rs.0.00
312,Straight Router Bit 1/2X1/2 Inch,1P35-09,02-Jan,Rs.291.00,3,0,Rs.873.00
313,Straight Router Bit 1/4X1/2 Inch,1P35-10,04-Jan,Rs.304.00,4,0,Rs.0.00
314,D.R.O.Top Bearing Router Bit 1/4X1/4 Inch,1P36-01,04-Jan,Rs.592.00,0,0,Rs.0.00
315,D.R.O.Top Bearing Router Bit 1/4X5/16 Inch,1P36-02,04-Jan,Rs.592.00,0,0,Rs.0.00
316,D.R.O.Top Bearing Router Bit 1/4X3/8 Inch,1P36-03,04-Jan,Rs.597.00,0,0,Rs.0.00
317,D.R.O.Top Bearing Router Bit 1/4X7/8 Inch,1P36-04,04-Jan,"Rs.1,029.00",110,0,"Rs.210,945.00"
318,D.R.O.Top Bearing Router Bit 1/4X5/8 Inch,1P36-05,04-Jan,Rs.887.00,11,0,Rs.0.00
319,D.R.O.Top Bearing Router Bit 1/4X1 Inch,1P36-06,04-Jan,"Rs.1,040.00",0,0,Rs.0.00
320,D.R.O.Top Bearing Router Bit 1/4X1/2 Inch,1P36-07,04-Jan,Rs.840.00,3,0,Rs.840.00
321,D.R.O.Top Bearing Router Bit 1/4X3/4 Inch,1P36-08,04-Jan,Rs.976.00,14,0,"Rs.6,832.00"
322,Hinges Router Bit 16mm,1P37-01,16,Rs.191.00,0,0,"Rs.3,820.00"
323,Hinges Router Bit 20 mm,1P37-02,20,Rs.242.00,0,0,Rs.0.00
324,Hinges Router Bit 22 mm,1P37-03,22,Rs.287.00,0,0,Rs.0.00
325,Hinges Router Bit 25 mm,1P37-04,25,Rs.312.00,0,0,Rs.0.00
326,Hinges Router Bit 32 mm,1P37-05,32,Rs.361.00,0,0,Rs.0.00
327,Hinges Router Bit 36 mm,1P37-06,36,Rs.321.00,0,0,Rs.0.00
328,Hinges Router Bit 38 mm,1P37-07,38,Rs.396.00,11,0,Rs.792.00
329,Hinges Router Bit Long Arm 16 mm,1P38-01,16,Rs.335.00,331,0,"Rs.107,870.00"
330,Hinges Router Bit Long Arm 20 mm,1P38-02,20,Rs.415.00,388,0,"Rs.148,155.00"
331,Hinges Router Bit Long Arm 22 mm,1P38-03,22,Rs.465.00,434,0,"Rs.187,860.00"
332,Hinges Router Bit Long Arm 25 mm,1P38-04,25,Rs.530.00,357,0,"Rs.190,800.00"
333,Hinges Router Bit Long Arm 32 mm,1P38-05,32,Rs.660.00,45,0,"Rs.31,680.00"
334,V Grooving Router Bit 1/4X1/4 Inch,1P39-01,04-Jan,Rs.235.00,3,0,Rs.0.00
335,V Grooving Router Bit 1/4X5/16 Inch,1P39-02,04-Jan,Rs.235.00,11,0,"Rs.2,115.00"
336,V Grooving Router Bit 1/4X3/8 Inch,1P39-03,04-Jan,Rs.235.00,8,0,Rs.705.00
337,V Grooving Router Bit 1/4X1/2 Inch,1P39-04,04-Jan,Rs.235.00,2,0,Rs.0.00
338,V Grooving Router Bit 1/4X3/4 Inch,1P39-05,04-Jan,Rs.260.00,0,0,Rs.0.00
339,V Grooving Router Bit 1/4X1 Inch,1P39-06,04-Jan,Rs.392.00,0,0,Rs.0.00
340,V Grooving Router Bit 1/4X7/8 Inch,1P39-07,04-Jan,Rs.296.00,0,0,Rs.0.00
341,V Grooving Router Bit 1/2X1 Inch,1P39-08,02-Jan,Rs.331.00,1,0,Rs.331.00
342,V Grooving Router Bit 1/2X1 1/8 Inch,1P39-09,02-Jan,Rs.452.00,55,0,"Rs.21,244.00"
343,Classical Cove Router Bit 1/4X1/2 Inch,1P40-01,04-Jan,Rs.457.00,0,0,Rs.0.00
344,Classical Cove Router Bit 1/4X5/8 Inch,1P40-02,04-Jan,Rs.522.00,0,0,Rs.0.00
345,Classical Cove Router Bit 1/4X3/4 Inch,1P40-03,04-Jan,Rs.592.00,0,0,Rs.0.00
346,Rounding Cove Router Bit 1/4X1/4 Inch,1P41-01,04-Jan,Rs.291.00,0,0,Rs.0.00
347,Rounding Cove Router Bit 1/4X3/8 Inch,1P41-02,04-Jan,Rs.291.00,0,0,Rs.0.00
348,Rounding Cove Router Bit 1/4X1/2 Inch,1P41-03,04-Jan,Rs.312.00,0,0,Rs.0.00
349,Rounding Cove Router Bit 1/4X5/8 Inch,1P41-04,04-Jan,Rs.412.00,0,0,Rs.0.00
350,Cavy Cdge Router Bit 1/4X5/8 Inch,1P42-01,04-Jan,Rs.407.00,0,0,Rs.0.00
351,Cavy Cdge Router Bit 1/4X3/4 Inch,1P42-02,04-Jan,Rs.477.00,0,0,Rs.0.00
352,Round Nose Router Bit 1/4X1/4 Inch,1P43-01,04-Jan,Rs.271.00,0,0,Rs.0.00
353,Round Nose Router Bit 1/4X3/8X1 Inch,1P43-02,04-Jan,Rs.276.00,29,0,Rs.0.00
354,Round Nose Router Bit 1/4X5/8X1 3/8 Inch,1P43-03,04-Jan,Rs.382.00,141,0,"Rs.51,188.00"
355,Round Nose Router Bit 1/4X1/2X1 Inch,1P43-04,04-Jan,Rs.281.00,30,0,Rs.0.00
356,Round Nose Router Bit 1/4X3/4X1 1/2 Inch,1P43-05,04-Jan,Rs.452.00,85,0,"Rs.84,524.00"
357,45 Chafar Router Bit 1/4X5/16 Inch,1P44-01,04-Jan,Rs.331.00,0,0,Rs.0.00
358,45 Chafar Router Bit 1/4X3/8 Inch,1P44-02,04-Jan,Rs.490.00,0,0,Rs.0.00
359,45 Chafar Router Bit 1/4X1/2 Inch,1P44-03,04-Jan,Rs.546.00,0,0,Rs.0.00
360,45 Chafar Router Bit 1/4X1/4 Inch,1P44-04,04-Jan,Rs.475.00,0,0,Rs.0.00
361,Double Roman Oge Router Bit 1/4X1/2 Inch,1P45-01,04-Jan,Rs.462.00,0,0,Rs.0.00
362,Double Roman Oge Router Bit 1/4X5/8 Inch,1P45-02,04-Jan,Rs.462.00,0,0,Rs.0.00
363,Double Roman Oge Router Bit 1/4X3/4 Inch,1P45-03,04-Jan,Rs.491.00,0,0,Rs.0.00
364,Double Roman Oge Router Bit 1/4X7/8 Inch,1P45-04,04-Jan,Rs.539.00,0,0,Rs.0.00
366,Classical Moulding Router Bit 1/4X1/4 Inch,1P46-01,04-Jan,Rs.327.00,0,0,Rs.0.00
367,Classical Moulding Router Bit 1/4X5/16 Inch,1P46-02,04-Jan,Rs.372.00,0,0,Rs.0.00
368,Classical Moulding Router Bit 1/4X3/8 Inch,1P46-03,04-Jan,Rs.396.00,0,0,Rs.0.00
369,Classical Moulding Router Bit 1/4X1/2 Inch,1P46-04,04-Jan,Rs.452.00,0,0,Rs.0.00
370,D. R. O.Without Bearing Router Bit 1/4X3/4 Inch,1P47-01,04-Jan,Rs.312.00,0,0,Rs.0.00
371,D. R. O.Without Bearing Router Bit 1/4X7/8 Inch,1P47-02,04-Jan,Rs.447.00,0,0,Rs.0.00
372,D. R. O.Without Bearing Router Bit 1/4X1 Inch,1P47-03,04-Jan,Rs.447.00,0,0,Rs.0.00
373,D. R. O.Without Bearing Router Bit 1/4X3/8 Inch,1P47-04,04-Jan,Rs.497.00,0,0,Rs.0.00
374,Stile & Rail Set - Ogee Router Bit (Joint) 1/2X7/16 Inch,1P48-01,02-Jan,"Rs.2,159.00",0,0,Rs.0.00
375,Panal Router Bit 1/2X1 1/2 Inch (W1),1P49-01,02-Jan,"Rs.2,444.00",0,0,Rs.0.00
376,Panal Router Bit 1/2X1 1/2 Inch (W2),1P49-02,02-Jan,"Rs.4,148.00",0,0,Rs.0.00
377,Panal Router Bit 1/2X1 1/2 Inch (W3),1P49-03,02-Jan,"Rs.4,148.00",0,0,Rs.0.00
378,Panal Router Bit 1/2X1 1/2 Inch (W4),1P49-04,02-Jan,"Rs.4,148.00",0,0,Rs.0.00
379,Panal Router Bit 1/2X1 1/2 Inch (W5),1P49-05,02-Jan,"Rs.4,148.00",0,0,Rs.0.00
380,Panal Router Bit 1/2X1 1/2 Inch (W6),1P49-06,02-Jan,"Rs.4,148.00",0,0,Rs.0.00
381,Panal Router Bit 1/2X1 1/2 Inch (W7),1P49-07,02-Jan,"Rs.2,444.00",0,0,Rs.0.00
382,Coller Router (Sleeve),1P50-01,04-Jan,Rs.96.00,0,0,Rs.0.00
383,Router Bearing 3/8 Inch,1P51-01,08-Mar,Rs.63.00,0,0,Rs.0.00
384,Router Bearing 1/2 Inch,1P51-02,02-Jan,Rs.65.00,0,0,Rs.0.00
385,Router Bearing Set EHPL Small,1P52-01,08-Mar,Rs.70.00,0,0,Rs.0.00
386,Router Bearing Set EHPL Large,1P52-02,02-Jan,Rs.80.00,0,0,Rs.0.00
387,Screwdriver (No1) 4 Inch (+),2H01-01,4,Rs.225.00,96,0,"Rs.13,500.00"
388,Screwdriver (No1) 4 Inch (-),2H01-02,4,Rs.225.00,0,0,"Rs.81,000.00"
389,Screwdriver (No1) 5 Inch (+),2H01-03,5,Rs.255.00,172,0,"Rs.44,880.00"
390,Screwdriver (No1) 5 Inch (-),2H01-04,5,Rs.255.00,0,0,"Rs.5,865.00"
391,Screwdriver (No1) 6 Inch (+),2H01-05,6,Rs.265.00,16,0,Rs.0.00
392,Screwdriver (No1) 6 Inch (-),2H01-06,6,Rs.265.00,14,0,Rs.0.00
393,Screwdriver (No1) 8 Inch (+),2H01-07,8,Rs.295.00,5,0,Rs.0.00
394,Screwdriver (No1) 8 Inch (-),2H01-08,8,Rs.295.00,6,0,Rs.0.00
395,Screwdriver (No1) 10 Inch (+),2H01-09,10,Rs.395.00,0,0,"Rs.11,060.00"
396,Screwdriver (No1) 10 Inch (-),2H01-10,10,Rs.395.00,15,1,Rs.0.00
397,Screwdriver (No1) 12 Inch (+),2H01-11,12,Rs.247.00,0,1,Rs.0.00
398,Screwdriver (No1) 12 Inch (-),2H01-12,12,Rs.247.00,0,0,Rs.0.00
399,Screwdriver (Regular) 4 Inch (+),2H01-13,4,Rs.151.00,3,0,Rs.0.00
400,Screwdriver (Regular) 4 Inch (-),2H01-14,4,Rs.151.00,0,0,"Rs.1,359.00"
401,Screwdriver (Regular) 5 Inch (+),2H01-15,5,Rs.166.00,3,0,Rs.0.00
402,Screwdriver (Regular) 5 Inch (-),2H01-16,5,Rs.195.00,108,6,"Rs.28,860.00"
403,Screwdriver (Regular) 6 Inch (+),2H01-17,6,Rs.175.00,5,0,Rs.0.00
404,Screwdriver (Regular) 6 Inch (-),2H01-18,6,Rs.216.00,34,6,"Rs.23,760.00"
405,Screwdriver (Regular) 8 Inch (+),2H01-19,8,Rs.195.00,1,0,Rs.0.00
406,Screwdriver (Regular) 8 Inch (-),2H01-20,8,Rs.231.00,20,0,"Rs.20,559.00"
407,Screwdriver (Regular) 10 Inch (+),2H01-21,10,Rs.200.00,19,0,Rs.0.00
408,Screwdriver (Regular) 10 Inch (-),2H01-22,10,Rs.231.00,0,0,Rs.0.00
409,Screwdriver (Regular) 12 Inch (+),2H01-23,12,Rs.130.00,0,0,Rs.0.00
410,Screwdriver (Regular) 12 Inch (-),2H01-24,12,Rs.130.00,0,0,Rs.0.00
411,Screwdriver (Classic) 4 Inch (+),2H01-25,4,Rs.115.00,1038,24,"Rs.126,615.00"
412,Screwdriver (Classic) 4 Inch (-),2H01-26,4,Rs.115.00,10,0,Rs.0.00
413,Screwdriver (Classic) 5 Inch (+),2H01-27,5,Rs.70.00,3,42,"Rs.4,410.00"
414,Screwdriver (Classic) 5 Inch (-),2H01-28,5,Rs.70.00,0,0,Rs.0.00
415,Screwdriver (Classic) 6 Inch (+),2H01-29,6,Rs.135.00,6,12,"Rs.2,025.00"
416,Screwdriver (Classic) 6 Inch (-),2H01-30,6,Rs.135.00,6,0,Rs.0.00
417,Screwdriver (Classic) 8 Inch (+),2H01-31,8,Rs.165.00,0,12,"Rs.1,980.00"
418,Screwdriver (Classic) 8 Inch (-),2H01-32,8,Rs.165.00,0,0,Rs.0.00
419,Screwdriver (Classic) 10 Inch (+),2H01-33,10,Rs.184.00,0,0,Rs.0.00
420,Screwdriver (Classic) 10 Inch (-),2H01-34,10,Rs.184.00,0,0,Rs.0.00
421,Screwdriver (Rubber Grip) 4 Inch (+),2H01-35,4,Rs.126.00,0,0,Rs.0.00
422,Screwdriver (Rubber Grip) 4 Inch (-),2H01-36,4,Rs.65.00,26,0,Rs.0.00
423,Screwdriver (Rubber Grip) 5 Inch (+),2H01-37,5,Rs.146.00,40,0,Rs.0.00
424,Screwdriver (Rubber Grip) 5 Inch (-),2H01-38,5,Rs.70.00,0,6,Rs.420.00
425,Screwdriver (Rubber Grip) 6 Inch (+),2H01-39,6,Rs.161.00,0,0,Rs.0.00
426,Screwdriver (Rubber Grip) 6 Inch (-),2H01-40,6,Rs.75.00,84,0,Rs.0.00
427,Screwdriver (Rubber Grip) 8 Inch (+),2H01-41,8,Rs.191.00,0,0,Rs.0.00
428,Screwdriver (Rubber Grip) 8 Inch (-),2H01-42,8,Rs.90.00,56,0,Rs.0.00
429,Screwdriver Hevy (Hammer Head) 4 Inch (+),2H01-43,4,Rs.210.00,1619,0,"Rs.253,680.00"
430,Screwdriver Hevy (Hammer Head) 4 Inch (-),2H01-44,4,Rs.210.00,680,0,"Rs.242,760.00"
431,Screwdriver Hevy (Hammer Head) 6 Inch (+),2H01-45,6,Rs.240.00,240,12,"Rs.66,960.00"
432,Screwdriver Hevy (Hammer Head) 6 Inch (-),2H01-46,6,Rs.240.00,325,0,"Rs.58,560.00"
433,Screwdriver Hevy (Hammer Head) 8 Inch (+),2H01-47,8,Rs.290.00,4,10,"Rs.2,900.00"
434,Screwdriver Hevy (Hammer Head) 8 Inch (-),2H01-48,8,Rs.290.00,193,0,"Rs.56,550.00"
435,Screwdriver Hevy (Hammer Head) 10 Inch (+),2H01-49,10,Rs.375.00,21,0,"Rs.18,000.00"
436,Screwdriver Hevy (Hammer Head) 10 Inch (-),2H01-50,10,Rs.375.00,233,0,"Rs.87,750.00"
437,Screwdriver Hevy (Hammer Head) 12 Inch (+),2H01-51,12,Rs.425.00,0,0,"Rs.1,700.00"
438,Screwdriver Hevy (Hammer Head) 12 Inch (-),2H01-52,12,Rs.425.00,0,0,Rs.0.00
439,Screwdriver  (Slim) 8 Inch (+),2H01-53,8,Rs.135.00,12,0,"Rs.1,620.00"
440,Screwdriver (Slim) 8 Inch (-),2H01-54,8,Rs.135.00,0,0,Rs.0.00
441,Screwdriver (Dingqi Yellow) 4 Inch (+),2H01-55,4,Rs.195.00,0,0,Rs.0.00
442,Screwdriver (Dingqi Yellow) 4 Inch (-),2H01-56,4,Rs.140.00,158,1,"Rs.22,260.00"
443,Screwdriver (Dingqi Yellow) 6 Inch (+),2H01-57,6,Rs.195.00,0,0,Rs.0.00
444,Screwdriver (Dingqi Yellow) 6 Inch (-),2H01-58,6,Rs.226.00,24,0,"Rs.6,102.00"
445,L Wrench 10 Inch C/P,2H02-01,10,Rs.370.00,190,106,"Rs.91,020.00"
446,L Wrench 12 Inch C/P,2H02-02,12,Rs.460.00,250,6,"Rs.96,600.00"
447,T Wrench 8mm,2H03-01,8,Rs.190.00,0,9,"Rs.10,640.00"
448,T Wrench 10 mm,2H03-02,10,Rs.284.00,0,0,Rs.0.00
449,T Wrench 11 mm,2H03-03,11,Rs.198.00,0,0,Rs.0.00
450,T Wrench 12 mm,2H03-04,12,Rs.284.00,0,0,"Rs.1,704.00"
451,T Wrench 13 mm,2H03-05,13,Rs.222.00,1,0,Rs.0.00
452,T Wrench 14 mm,2H03-06,14,Rs.304.00,2,0,Rs.0.00
453,T Wrench 17 mm,2H03-07,17,Rs.310.00,215,3,"Rs.68,510.00"
454,T Wrench 19 mm,2H03-08,19,Rs.271.00,0,0,Rs.0.00
455,Y Wrench,2H04-01,0,Rs.330.00,0,0,"Rs.3,300.00"
456,X Wrench OEM,2H04-02,0,"Rs.1,000.00",0,2,"Rs.13,000.00"
457,Ratchet Wrench (Classic),2H05-01,0,Rs.810.00,2,0,Rs.0.00
458,Combination Wrench (No-1) 8 mm,2H06-01,8,Rs.175.00,1090,6,"Rs.194,425.00"
459,Combination Wrench (No-1) 9 mm,2H06-02,9,Rs.110.00,0,0,Rs.0.00
460,Combination Wrench (No-1) 10 mm,2H06-03,10,Rs.195.00,322,10,"Rs.48,165.00"
461,Combination Wrench (No-1) 11 mm,2H06-04,11,Rs.225.00,625,2,"Rs.149,850.00"
462,Combination Wrench (No-1) 12 mm,2H06-05,12,Rs.250.00,455,6,"Rs.119,750.00"
463,Combination Wrench (No-1) 13 mm,2H06-06,13,Rs.265.00,9,5,"Rs.1,325.00"
464,Combination Wrench (No-1) 14 mm,2H06-07,14,Rs.295.00,300,0,"Rs.108,265.00"
465,Combination Wrench (No-1) 15 mm,2H06-08,15,Rs.325.00,390,2,"Rs.126,425.00"
466,Combination Wrench (No-1) 16 mm,2H06-09,16,Rs.368.00,380,2,"Rs.128,800.00"
467,Combination Wrench (No-1) 17 mm,2H06-10,17,Rs.360.00,57,0,Rs.0.00
468,Combination Wrench (No-1) 18 mm,2H06-11,18,Rs.410.00,0,0,"Rs.1,640.00"
469,Combination Wrench (No-1) 19 mm,2H06-12,19,Rs.440.00,391,0,"Rs.117,920.00"
470,Combination Wrench (No-1) 20 mm,2H06-13,20,Rs.494.00,210,0,"Rs.123,500.00"
471,Combination Wrench (No-1) 21 mm,2H06-14,21,Rs.645.00,220,6,"Rs.63,855.00"
472,Combination Wrench (No-1) 22 mm,2H06-15,22,Rs.670.00,180,0,"Rs.95,140.00"
473,Combination Wrench (No-1) 23 mm,2H06-16,23,Rs.808.00,229,0,"Rs.163,216.00"
474,Combination Wrench (No-1) 24 mm,2H06-17,24,Rs.830.00,569,0,"Rs.423,300.00"
475,Combination Wrench (No-1) 25 mm,2H06-18,25,Rs.753.00,231,0,"Rs.174,696.00"
476,Combination Wrench (No-1) 26 mm,2H06-19,26,"Rs.1,045.00",196,0,"Rs.84,645.00"
477,Combination Wrench (No-1) 27 mm,2H06-20,27,"Rs.1,430.00",183,0,"Rs.198,770.00"
478,Combination Wrench (No-1) 30 mm,2H06-21,30,"Rs.1,975.00",176,0,"Rs.290,325.00"
479,Combination Wrench (No-1) 32 mm,2H06-22,32,"Rs.2,048.00",176,0,"Rs.296,960.00"
480,Combination Wrench (Diamond) 8 mm,2H07-01,8,Rs.95.00,0,0,Rs.0.00
481,Combination Wrench (Diamond) 9 mm,2H07-02,9,Rs.82.00,0,0,Rs.0.00
482,Combination Wrench (Diamond) 10 mm,2H07-03,10,Rs.115.00,0,13,"Rs.4,830.00"
483,Combination Wrench (Diamond) 11 mm,2H07-04,11,Rs.100.00,0,0,Rs.0.00
484,Combination Wrench (Diamond) 12 mm,2H07-05,12,Rs.155.00,210,3,"Rs.33,635.00"
485,Combination Wrench (Diamond) 13 mm,2H07-06,13,Rs.165.00,0,1,Rs.0.00
486,Combination Wrench (Diamond) 14 mm,2H07-07,14,Rs.195.00,0,4,Rs.780.00
487,Combination Wrench (Diamond) 15 mm,2H07-08,15,Rs.210.00,14,0,"Rs.4,200.00"
488,Combination Wrench (Diamond) 16 mm,2H07-09,16,Rs.225.00,0,0,"Rs.3,825.00"
489,Combination Wrench (Diamond) 17 mm,2H07-10,17,Rs.255.00,0,9,"Rs.9,435.00"
490,Combination Wrench (Diamond) 18 mm,2H07-11,18,Rs.265.00,15,0,"Rs.2,915.00"
491,Combination Wrench (Diamond) 19 mm,2H07-12,19,Rs.290.00,0,0,Rs.0.00
492,Combination Wrench (Diamond) 20 mm,2H07-13,20,Rs.310.00,27,0,"Rs.16,430.00"
493,Combination Wrench (Diamond) 21 mm,2H07-14,21,Rs.340.00,45,3,"Rs.15,640.00"
